-0.400, 0.460, 0.630, -27.890, -14.470, -5.310, 
-0.560, 0.560, 0.630, -33.690, -20.140, 69.270, 
-0.500, 0.720, 0.700, -51.760, -32.960, 44.980, 
-0.250, 0.740, 1.000, -76.970, -47.490, 67.380, 
-0.210, 0.740, 0.670, -31.740, 8.000, 12.210, 
-0.190, 0.760, 0.650, -38.510, 11.720, 4.150, 
-0.340, 0.650, 0.700, -6.840, -6.840, 7.320, 
-0.440, 0.550, 0.750, -16.360, -27.280, 31.130, 
-0.460, 0.770, 0.840, -35.400, -13.310, 28.750, 
-0.470, 0.650, 0.750, -14.100, -12.150, 7.320, 
-0.500, 0.470, 0.790, -10.560, -5.680, -6.160, 
-0.580, 0.710, 0.710, -30.700, 2.750, 3.170, 
-0.570, 0.680, 0.750, -29.360, 0.610, 16.540, 
-0.760, 0.840, 0.660, -52.550, -13.610, 28.930, 
-0.670, 0.740, 0.640, -28.750, -14.830, 26.180, 
-0.770, 0.790, 0.450, -53.470, -25.270, 52.670, 
-0.870, 0.730, 0.600, -81.850, -37.350, 68.790, 
-0.900, 0.580, 0.830, -70.680, -26.490, 52.980, 
-0.830, 0.730, 0.740, -107.790, -76.540, 123.230, 
-0.700, 0.350, 0.560, -91.920, -49.620, 121.090, 
-0.770, 0.580, 0.510, -103.880, -54.930, 110.780, 
-0.830, 0.370, 0.510, -92.410, -39.430, 57.740, 
-0.860, 0.120, 0.360, -76.170, -63.050, 59.080, 
-0.790, 0.210, 0.240, -58.650, -81.480, 89.050, 
-0.740, 0.320, 0.570, -57.310, -52.610, 28.500, 
-0.770, 0.440, 0.350, -54.690, -35.830, 35.400, 
-1.010, 0.480, 0.660, -70.010, -49.070, 37.900, 
-0.910, 0.400, 0.520, -78.920, -67.630, 84.960, 
-0.790, 0.620, 0.680, -97.170, -55.600, 110.720, 
-0.740, 0.330, 0.540, -56.520, -52.610, 61.340, 
-0.740, 0.470, 0.730, -101.560, -107.420, 101.990, 
-0.860, 0.310, 0.530, -66.100, -56.640, 67.810, 
-0.820, 0.500, 0.610, -67.630, -55.850, 44.370, 
-0.810, 0.480, 0.570, -88.260, -69.270, 73.300, 
-0.950, 0.260, 0.490, -104.980, -66.530, 52.550, 
-1.040, 0.250, 0.680, -77.450, -82.950, 58.040, 
-0.800, 0.300, 0.700, -65.370, -35.830, 31.190, 
-0.860, 0.320, 0.630, -86.850, -59.140, 39.610, 
-0.920, 0.440, 0.700, -78.370, -49.320, 42.720, 
-1.020, 0.450, 0.780, -51.390, -38.940, 40.100, 
-0.910, 0.300, 0.720, -49.680, -38.940, 32.780, 
