-0.940, 0.190, -0.310, -3.600, 6.100, 8.910, 
-0.610, 0.380, -0.250, 43.210, -130.310, -40.100, 
-0.770, 0.420, -0.230, 10.250, -85.330, -6.290, 
-0.690, 0.480, -0.100, 12.270, -55.540, -6.100, 
-0.600, 0.670, -0.200, 14.590, -134.580, -18.130, 
-0.680, 0.540, -0.010, 2.380, -98.080, -25.880, 
-0.640, 0.370, 0.090, 18.190, -111.510, -1.160, 
-0.780, 0.500, 0.090, 13.790, -106.080, -21.420, 
-0.490, 0.530, 0.070, -21.550, -172.670, -72.750, 
-0.680, 0.500, -0.190, 25.150, -147.160, -16.420, 
-0.520, 0.530, 0.150, -17.330, -131.160, -13.430, 
-0.440, 0.550, -0.020, -9.950, -169.980, -23.500, 
-0.170, 0.550, 0.290, -30.460, -152.160, -63.960, 
-0.290, 0.380, 0.520, 18.980, -155.150, -61.160, 
-0.230, 0.520, 0.330, -15.560, -109.010, -20.940, 
0.000, 0.430, 0.030, 33.140, -242.130, -29.850, 
-0.300, 0.590, -0.160, 6.410, -208.620, -38.880, 
-0.220, 0.410, 0.530, 54.320, -138.790, -61.160, 
-0.030, 0.680, 0.200, -4.880, -173.520, -42.480, 
-0.250, 0.800, -0.300, -15.140, -173.580, -5.430, 
-0.150, 0.570, -0.040, -41.810, -255.130, -6.350, 
-0.120, 0.930, -0.380, -0.790, -206.120, -6.160, 
0.260, 0.440, 0.510, -44.430, -246.700, -40.220, 
-0.240, 0.450, 0.300, 22.950, -126.830, -38.150, 
-0.450, 0.370, -0.100, 25.510, -190.430, -42.970, 
-0.060, 0.410, 0.580, 56.520, -187.870, -90.210, 
-0.180, 0.380, 0.470, -7.570, -169.130, -23.990, 
-0.540, 0.420, -0.030, 43.460, -189.450, -63.480, 
-0.070, 0.460, 0.030, -60.790, -231.320, -51.390, 
-0.270, 0.570, 0.130, -1.770, -183.720, -77.030, 
-0.860, 0.370, 0.050, 13.060, -118.530, -54.630, 
-0.020, 0.680, 0.360, 2.990, -188.540, -27.040, 
-0.410, 1.080, -0.020, -20.690, -166.320, -33.510, 
0.010, 0.690, -0.260, -32.350, -196.410, -52.730, 
-0.370, 0.430, 0.200, 4.580, -190.370, -59.880, 
-0.540, 0.490, 0.050, -5.130, -158.870, -14.950, 
-0.010, 0.550, 0.310, -13.490, -188.900, -53.280, 
0.060, 0.940, -0.040, -53.220, -137.510, -8.480, 
-0.100, 0.770, 0.320, 13.000, -207.580, -89.110, 
-0.560, 0.050, 0.190, 14.280, -150.330, -68.050, 
-0.330, 0.520, 0.260, 10.190, -142.330, -49.560, 
