-0.930, 0.310, -0.240, -24.290, -1.280, -18.490, 
-0.560, -0.430, -0.640, -29.050, 97.530, 30.090, 
-0.720, -0.390, -0.500, -6.040, -23.860, 38.700, 
-0.790, -0.160, -0.420, 47.120, 104.430, 48.650, 
-0.880, -0.320, -0.430, 68.300, 90.880, -0.240, 
-0.830, -0.360, -0.470, 0.550, 141.600, -2.500, 
-0.780, -0.470, -0.770, -34.000, 130.430, 13.180, 
-0.840, -0.370, -0.600, 49.560, 86.610, -0.430, 
-1.000, -0.560, -0.840, 22.340, 108.890, -22.710, 
-0.990, -0.570, -0.660, 16.850, 102.290, 38.940, 
-0.680, -0.490, -0.380, 12.700, 77.210, 24.720, 
-1.400, -0.610, -1.820, 38.270, 99.180, -41.810, 
-0.830, -0.300, -0.300, -23.380, 108.700, -14.470, 
-0.830, -0.530, -0.400, 32.100, 123.410, -15.930, 
-0.870, -0.490, -0.540, 16.600, 176.390, -29.850, 
-0.720, -0.670, -0.330, 69.820, 119.080, -31.370, 
-0.770, -0.580, -0.420, 1.890, 135.310, -2.260, 
-0.940, -0.720, -0.550, -10.010, 121.400, -9.950, 
-0.840, -0.520, -0.620, -8.240, 144.960, 15.140, 
-0.620, -0.530, -0.880, 33.690, 143.620, -13.920, 
-0.790, -0.310, -0.810, 2.560, 132.810, 34.420, 
-0.820, -0.540, -0.520, -22.950, 132.080, 3.360, 
-0.840, -0.510, -0.590, 1.280, 120.670, -2.440, 
-0.820, -0.390, -0.440, -23.250, 115.540, 19.530, 
-0.900, -0.380, -0.850, 10.860, 138.730, 32.100, 
-0.850, -0.440, -0.310, -2.810, 144.170, -58.900, 
-0.670, -0.600, -0.320, 22.830, 114.440, -0.790, 
-0.520, -0.280, 0.070, 21.610, 180.660, -22.950, 
-0.660, -0.430, -0.430, 53.040, 88.620, -65.980, 
-0.950, -0.640, -0.280, 18.620, 101.380, -58.110, 
-0.660, -0.370, -0.320, 8.360, 133.610, 49.010, 
-0.890, -0.390, -0.600, 56.270, 123.470, -32.170, 
-0.790, -0.570, -0.690, 14.470, 139.650, 1.280, 
-0.900, -0.460, -0.720, 27.650, 143.490, -4.880, 
-0.750, -0.270, -0.490, 2.930, 149.660, 10.130, 
-0.750, -0.220, -0.270, 14.950, 119.750, -10.310, 
-0.830, -0.540, -0.670, 30.760, 126.040, -18.310, 
-0.860, -0.420, -0.590, 6.410, 141.300, -16.300, 
-0.830, -0.590, -0.480, 14.830, 118.770, -30.760, 
-0.590, -0.560, -0.040, 32.100, 154.720, -91.250, 
-1.130, -0.470, -0.390, -26.610, 121.830, -6.840, 
